"","hgnc_symbol","ensembl_gene_id","gene_biotype","chromosome_name","start_position","end_position","strand"
"13513","ARAP1-AS2","ENSG00000245148","lncRNA","11",72700474,72705607,1
"13514","ARCN1","ENSG00000095139","protein_coding","11",118572390,118603033,1
"13515","ARF3","ENSG00000134287","protein_coding","12",48935723,48957487,-1
"13516","ARFGAP2","ENSG00000149182","protein_coding","11",47164299,47177125,-1
"13517","ARFIP2","ENSG00000132254","protein_coding","11",6474683,6481479,-1
"13518","ARHGAP1","ENSG00000175220","protein_coding","11",46677080,46700619,-1
"13519","ARHGAP19","ENSG00000213390","protein_coding","10",97222173,97292673,-1
"13520","ARHGAP20","ENSG00000137727","protein_coding","11",110577042,110713189,-1
"13521","ARHGAP32","ENSG00000134909","protein_coding","11",128965060,129279324,-1
"13522","ARHGAP42","ENSG00000165895","protein_coding","11",100687288,100993941,1
"13523","ARHGAP9","ENSG00000123329","protein_coding","12",57472264,57488814,-1
"13524","ARHGDIB","ENSG00000111348","protein_coding","12",14942031,14961728,-1
"13525","ARHGEF12","ENSG00000196914","protein_coding","11",120336413,120489937,1
"13526","ARHGEF17","ENSG00000110237","protein_coding","11",73308276,73369388,1
"13527","ARHGEF25","ENSG00000240771","protein_coding","12",57610180,57617245,1
"13528","ARID2","ENSG00000189079","protein_coding","12",45729706,45908040,1
"13529","ARL1","ENSG00000120805","protein_coding","12",101393116,101407772,-1
"13530","ARL14EP","ENSG00000152219","protein_coding","11",30323104,30338458,1
"13531","ARL2","ENSG00000213465","protein_coding","11",65014160,65022184,1
"13532","ARL3","ENSG00000138175","protein_coding","10",102673731,102714397,-1
"13533","ARL6IP4","ENSG00000182196","protein_coding","12",122980060,122982913,1
"13534","ARMH3","ENSG00000120029","protein_coding","10",101845599,102056193,-1
"13535","ARMS2","ENSG00000254636","protein_coding","10",122454653,122457352,1
"13536","ARPC3","ENSG00000111229","protein_coding","12",110434823,110450422,-1
"13537","ARRB1","ENSG00000137486","protein_coding","11",75260122,75351705,-1
"13538","ART1","ENSG00000129744","protein_coding","11",3645128,3664416,1
"13539","ART4","ENSG00000111339","protein_coding","12",14825569,14843526,-1
"13540","ART5","ENSG00000167311","protein_coding","11",3638512,3642316,-1
"13541","AS3MT","ENSG00000214435","protein_coding","10",102869470,102901899,1
"13542","ASB8","ENSG00000177981","protein_coding","12",48147789,48181213,-1
"13543","ASCL1","ENSG00000139352","protein_coding","12",102957674,102960513,1
"13544","ASCL2","ENSG00000183734","protein_coding","11",2268498,2270588,-1
"13545","ASCL3","ENSG00000176009","protein_coding","11",8937578,8943016,-1
"13546","ASCL4","ENSG00000187855","protein_coding","12",107774704,107776644,1
"13547","ASIC1","ENSG00000110881","protein_coding","12",50057548,50083611,1
"13548","ASRGL1","ENSG00000162174","protein_coding","11",62337448,62393412,1
"13549","ATAD1","ENSG00000138138","protein_coding","10",87751512,87841361,-1
"13550","ATE1","ENSG00000107669","protein_coding","10",121709393,121928801,-1
"13551","ATF1","ENSG00000123268","protein_coding","12",50763710,50821162,1
"13552","ATF7","ENSG00000170653","protein_coding","12",53507856,53626410,-1
"13553","ATF7IP","ENSG00000171681","protein_coding","12",14365676,14502931,1
"13554","ATG101","ENSG00000123395","protein_coding","12",52069246,52077495,1
"13555","ATG13","ENSG00000175224","protein_coding","11",46617527,46674818,1
"13556","ATG16L2","ENSG00000168010","protein_coding","11",72814406,72843674,1
"13557","ATG2A","ENSG00000110046","protein_coding","11",64894546,64917209,-1
"13558","ATL3","ENSG00000184743","protein_coding","11",63624087,63671921,-1
"13559","ATM","ENSG00000149311","protein_coding","11",108222804,108369102,1
"13560","ATN1","ENSG00000111676","protein_coding","12",6924463,6942321,1
"13561","ATP23","ENSG00000262145","protein_coding","HSCHR12_1_CTG2_1",144646,160374,-1
"13562","ATP23","ENSG00000166896","protein_coding","12",57906039,57959148,1
"13563","ATP2A2","ENSG00000174437","protein_coding","12",110280756,110351093,1
"13564","ATP2B1","ENSG00000070961","protein_coding","12",89588049,89709366,-1
"13565","ATP2B1-AS1","ENSG00000271614","lncRNA","12",89708177,90143524,1
"13566","ATP5F1B","ENSG00000110955","protein_coding","12",56638175,56645984,-1
"13567","ATP5MC2","ENSG00000135390","protein_coding","12",53632726,53677408,-1
"13568","ATP5MG","ENSG00000167283","protein_coding","11",118401346,118433278,1
"13569","ATP6V0A2","ENSG00000185344","protein_coding","12",123712353,123761755,1
"13570","ATRNL1","ENSG00000107518","protein_coding","10",115093365,115948999,1
"13571","ATXN2","ENSG00000204842","protein_coding","12",111443485,111599676,-1
"13572","ATXN2-AS","ENSG00000258099","lncRNA","12",111598856,111650079,1
"13573","ATXN7L3B","ENSG00000253719","protein_coding","12",74537835,74545430,1
"13574","AVIL","ENSG00000135407","protein_coding","12",57797376,57818734,-1
"13575","AVPI1","ENSG00000119986","protein_coding","10",97677424,97687241,-1
"13576","AVPR1A","ENSG00000166148","protein_coding","12",63142759,63151201,-1
"13577","B3GAT1","ENSG00000109956","protein_coding","11",134378504,134412242,-1
"13578","B3GAT3","ENSG00000149541","protein_coding","11",62615296,62622154,-1
"13579","B3GNT4","ENSG00000176383","protein_coding","12",122203681,122208952,1
"13580","B3GNT6","ENSG00000198488","protein_coding","11",77034398,77041973,1
"13581","B4GALNT1","ENSG00000135454","protein_coding","12",57623409,57633239,-1
"13582","B4GALNT3","ENSG00000139044","protein_coding","12",459939,563509,1
"13583","B4GALNT4","ENSG00000182272","protein_coding","11",369499,382117,1
"13584","B4GAT1","ENSG00000174684","protein_coding","11",66345374,66347629,-1
"13585","BACE1","ENSG00000186318","protein_coding","11",117285232,117316259,-1
"13586","BACE1-AS","ENSG00000278768","lncRNA","11",117288453,117293494,1
"13587","BAD","ENSG00000002330","protein_coding","11",64269830,64284704,-1
"13588","BAG3","ENSG00000151929","protein_coding","10",119651380,119677819,1
"13589","BANF1","ENSG00000175334","protein_coding","11",66002228,66004149,1
"13590","BARX2","ENSG00000043039","protein_coding","11",129375848,129452279,1
"13591","BATF2","ENSG00000168062","protein_coding","11",64987945,64997018,-1
"13592","BAZ2A","ENSG00000076108","protein_coding","12",56595596,56636816,-1
"13593","BBIP1","ENSG00000214413","protein_coding","10",110898730,110919201,-1
"13594","BBOX1","ENSG00000129151","protein_coding","11",27040725,27127809,1
"13595","BBOX1-AS1","ENSG00000254560","lncRNA","11",27046855,27234196,-1
"13596","BBS1","ENSG00000174483","protein_coding","11",66510606,66533613,1
"13597","BBS10","ENSG00000179941","protein_coding","12",76344474,76348415,-1
"13598","BCAT1","ENSG00000060982","protein_coding","12",24810024,24949101,-1
"13599","BCCIP","ENSG00000107949","protein_coding","10",125823546,125853695,1
"13600","BCDIN3D","ENSG00000186666","protein_coding","12",49836043,49843106,-1
"13601","BCDIN3D-AS1","ENSG00000258057","lncRNA","12",49827913,49841143,1
"13602","BCL2L14","ENSG00000281449","protein_coding","HG1362_PATCH",18842,180082,1
"13603","BCL2L14","ENSG00000121380","protein_coding","12",12049844,12211084,1
"13604","BCL7A","ENSG00000110987","protein_coding","12",122019422,122062044,1
"13605","BCL9L","ENSG00000186174","protein_coding","11",118893875,118925926,-1
"13606","BCO2","ENSG00000197580","protein_coding","11",112175510,112224699,1
"13607","BDNF","ENSG00000176697","protein_coding","11",27654893,27722058,-1
"13608","BDNF-AS","ENSG00000245573","lncRNA","11",27506808,27698231,1
"13609","BEST1","ENSG00000167995","protein_coding","11",61950063,61965515,1
"13610","BEST3","ENSG00000127325","protein_coding","12",69643360,69699476,-1
"13611","BET1L","ENSG00000177951","protein_coding","11",167784,207399,-1
"13612","BGLT3","ENSG00000260629","lncRNA","11",5244554,5245546,-1
"13613","BHLHE41","ENSG00000123095","protein_coding","12",26120030,26125037,-1
"13614","BICD1","ENSG00000151746","protein_coding","12",32106835,32383633,1
"13615","BICDL1","ENSG00000135127","protein_coding","12",119989236,120094494,1
"13616","BIN2","ENSG00000110934","protein_coding","12",51281038,51324668,-1
"13617","BIRC2","ENSG00000110330","protein_coding","11",102347211,102378670,1
"13618","BIRC3","ENSG00000023445","protein_coding","11",102317484,102339403,1
"13619","BLID","ENSG00000259571","protein_coding","11",122115340,122116215,-1
"13620","BLNK","ENSG00000095585","protein_coding","10",96189171,96271587,-1
"13621","BLOC1S1","ENSG00000135441","protein_coding","12",55716038,55720087,1
"13622","BLOC1S2","ENSG00000196072","protein_coding","10",100273280,100286680,-1
"13623","BMPR1A","ENSG00000107779","protein_coding","10",86755786,86932825,1
"13624","BNIP3","ENSG00000176171","protein_coding","10",131967684,131981967,-1
"13625","BORCS5","ENSG00000280689","protein_coding","HG1362_PATCH",326076,440236,1
"13626","BORCS5","ENSG00000165714","protein_coding","12",12357078,12471233,1
"13627","BORCS7","ENSG00000166275","protein_coding","10",102854259,102864961,1
"13628","BRAP","ENSG00000089234","protein_coding","12",111642146,111685956,-1
"13629","BRI3BP","ENSG00000184992","protein_coding","12",124993645,125031231,1
"13630","BRMS1","ENSG00000174744","protein_coding","11",66337333,66345125,-1
"13631","BRSK2","ENSG00000291428","protein_coding","HG152_PATCH",124165,196955,1
"13632","BRSK2","ENSG00000174672","protein_coding","11",1389899,1462689,1
"13633","BSCL2","ENSG00000168000","protein_coding","11",62689289,62709845,-1
"13634","BSX","ENSG00000188909","protein_coding","11",122977570,122981834,-1
"13635","BTAF1","ENSG00000095564","protein_coding","10",91923770,92031437,1
"13636","BTBD10","ENSG00000148925","protein_coding","11",13388008,13463297,-1
"13637","BTBD16","ENSG00000138152","protein_coding","10",122271296,122338159,1
"13638","BTBD18","ENSG00000233436","protein_coding","11",57743514,57752675,-1
"13639","BTG1","ENSG00000133639","protein_coding","12",92140278,92145846,-1
"13640","BTG4","ENSG00000137707","protein_coding","11",111467526,111514367,-1
"13641","BTRC","ENSG00000166167","protein_coding","10",101354033,101557321,1
"13642","BUB3","ENSG00000154473","protein_coding","10",123154402,123170467,1
"13643","BUD13","ENSG00000137656","protein_coding","11",116748170,116772987,-1
"13644","C10orf120","ENSG00000183559","protein_coding","10",122697709,122699846,-1
"13645","C10orf143","ENSG00000237489","protein_coding","10",130020025,130110830,-1
"13646","C10orf62","ENSG00000203942","protein_coding","10",97589721,97590934,1
"13647","C10orf88","ENSG00000119965","protein_coding","10",122930901,122954311,-1
"13648","C10orf90","ENSG00000154493","protein_coding","10",126424997,126798708,-1
"13649","C10orf95","ENSG00000120055","protein_coding","10",102449837,102451543,-1
"13650","C11orf16","ENSG00000176029","protein_coding","11",8920076,8933006,-1
"13651","C11orf21","ENSG00000110665","protein_coding","11",2295628,2303049,-1
"13652","C11orf24","ENSG00000171067","protein_coding","11",68261338,68272001,-1
"13653","C11orf40","ENSG00000171987","lncRNA","11",4571423,4577820,-1
"13654","C11orf42","ENSG00000180878","protein_coding","11",6205557,6211135,1
"13655","C11orf52","ENSG00000149300","protein_coding","11",111918032,111926871,1
"13656","C11orf54","ENSG00000182919","protein_coding","11",93741591,93764749,1
"13657","C11orf58","ENSG00000110696","protein_coding","11",16613132,16758340,1
"13658","C11orf65","ENSG00000166323","protein_coding","11",108308519,108467531,-1
"13659","C11orf68","ENSG00000175573","protein_coding","11",65916810,65919062,-1
"13660","C11orf71","ENSG00000180425","protein_coding","11",114391443,114400511,-1
"13661","C11orf86","ENSG00000173237","protein_coding","11",66975277,66977009,1
"13662","C11orf87","ENSG00000185742","protein_coding","11",109422190,109429167,1
"13663","C11orf91","ENSG00000205177","protein_coding","11",33698261,33700826,-1
"13664","C11orf96","ENSG00000187479","protein_coding","11",43942637,43943878,1
"13665","C11orf97","ENSG00000257057","protein_coding","11",94512461,94532123,1
"13666","C11orf98","ENSG00000278615","protein_coding","11",62662817,62665210,-1
"13667","C12orf42","ENSG00000179088","protein_coding","12",103237591,103495978,-1
"13668","C12orf43","ENSG00000157895","protein_coding","12",121000486,121016502,-1
"13669","C12orf50","ENSG00000165805","protein_coding","12",87980035,88034037,-1
"13670","C12orf54","ENSG00000177627","protein_coding","12",48482498,48496524,1
"13671","C12orf56","ENSG00000185306","protein_coding","12",64264762,64390758,-1
"13672","C12orf57","ENSG00000111678","protein_coding","12",6942978,6946003,1
"13673","C12orf60","ENSG00000182993","protein_coding","12",14803666,14906586,1
"13674","C12orf71","ENSG00000214700","protein_coding","12",27081057,27082578,-1
"13675","C12orf75","ENSG00000235162","protein_coding","12",105235290,105396097,1
"13676","C12orf76","ENSG00000174456","protein_coding","12",110027028,110073636,-1
"13677","C1QL4","ENSG00000186897","protein_coding","12",49332409,49337188,-1
"13678","C1QTNF4","ENSG00000284838","protein_coding","HG2114_PATCH",17493,22237,-1
"13679","C1QTNF4","ENSG00000172247","protein_coding","11",47589667,47594411,-1
"13680","C1QTNF5","ENSG00000223953","protein_coding","11",119338942,119340940,-1
"13681","C1R","ENSG00000288512","protein_coding","HG1398_PATCH",8669,20226,-1
"13682","C1R","ENSG00000159403","protein_coding","12",7080214,7092540,-1
"13683","C1RL","ENSG00000288124","protein_coding","HG1398_PATCH",17273,36924,-1
"13684","C1RL","ENSG00000139178","protein_coding","12",7089587,7109238,-1
"13685","C1RL-AS1","ENSG00000288352","lncRNA","HG1398_PATCH",35738,50187,1
"13686","C1RL-AS1","ENSG00000205885","lncRNA","12",7107990,7122849,1
"13687","C1S","ENSG00000182326","protein_coding","12",6988259,7071032,1
"13688","C2CD2L","ENSG00000172375","protein_coding","11",119102198,119118544,1
"13689","C2CD3","ENSG00000168014","protein_coding","11",74012718,74171210,-1
"13690","C2CD5","ENSG00000111731","protein_coding","12",22448583,22544546,-1
"13691","C3AR1","ENSG00000171860","protein_coding","12",8056844,8066359,-1
"13692","CABP1","ENSG00000157782","protein_coding","12",120640626,120667324,1
"13693","CABP2","ENSG00000167791","protein_coding","11",67518912,67524517,-1
"13694","CABP4","ENSG00000175544","protein_coding","11",67452406,67461752,1
"13695","CACNA1C","ENSG00000285479","protein_coding","HG1815_PATCH",312916,1046066,1
"13696","CACNA1C","ENSG00000151067","protein_coding","12",1970772,2697950,1
"13697","CACNA1C-AS3","ENSG00000284942","lncRNA","HG1815_PATCH",951466,955556,-1
"13698","CACNA1C-AS3","ENSG00000256769","lncRNA","12",2603350,2607440,-1
"13699","CACNA1C-AS4","ENSG00000285107","lncRNA","HG1815_PATCH",561629,565623,-1
"13700","CACNA1C-AS4","ENSG00000256025","lncRNA","12",2219485,2223479,-1
"13701","CACNA1C-IT1","ENSG00000285291","lncRNA","HG1815_PATCH",360357,362676,1
"13702","CACNA1C-IT1","ENSG00000256837","lncRNA","12",2018213,2020532,1
"13703","CACNA1C-IT3","ENSG00000284775","lncRNA","HG1815_PATCH",617892,637053,1
"13704","CACNA1C-IT3","ENSG00000256721","lncRNA","12",2269700,2303577,1
"13705","CACNA2D4","ENSG00000284953","protein_coding","HG1815_PATCH",134107,260810,-1
"13706","CACNA2D4","ENSG00000151062","protein_coding","12",1791963,1918666,-1
"13707","CACNB3","ENSG00000167535","protein_coding","12",48813794,48828941,1
"13708","CACUL1","ENSG00000151893","protein_coding","10",118674167,118755249,-1
"13709","CADM1","ENSG00000182985","protein_coding","11",115169218,115504957,-1
"13710","CALCA","ENSG00000110680","protein_coding","11",14966622,14972354,-1
"13711","CALCB","ENSG00000175868","protein_coding","11",14904997,15082342,1
"13712","CALCOCO1","ENSG00000012822","protein_coding","12",53708517,53727745,-1
"13713","CALHM1","ENSG00000185933","protein_coding","10",103453240,103458900,-1
"13714","CALHM2","ENSG00000138172","protein_coding","10",103446786,103452402,-1
"13715","CALHM3","ENSG00000183128","protein_coding","10",103472804,103479240,-1
"13716","CALY","ENSG00000130643","protein_coding","10",133324072,133336935,-1
"13717","CAMKK2","ENSG00000110931","protein_coding","12",121237675,121298308,-1
"13718","CAND1","ENSG00000111530","protein_coding","12",67269358,67319953,1
"13719","CAPN1","ENSG00000014216","protein_coding","11",65180566,65212006,1
"13720","CAPN5","ENSG00000149260","protein_coding","11",77066961,77126155,1
"13721","CAPRIN1","ENSG00000135387","protein_coding","11",34051731,34102610,1
"13722","CAPRIN2","ENSG00000110888","protein_coding","12",30709552,30823302,-1
"13723","CAPS2","ENSG00000180881","protein_coding","12",75275979,75390928,-1
"13724","CAPZA3","ENSG00000177938","protein_coding","12",18738119,18739188,1
"13725","CARD16","ENSG00000204397","protein_coding","11",105039092,105101431,-1
"13726","CARD18","ENSG00000255501","protein_coding","11",105137714,105531697,-1
"13727","CARNS1","ENSG00000172508","protein_coding","11",67414968,67425607,1
"13728","CASC18","ENSG00000257859","lncRNA","12",105704203,105744062,1
"13729","CASC2","ENSG00000177640","lncRNA","10",118046279,118210158,1
"13730","CASC23","ENSG00000255420","lncRNA","11",8011278,8016520,-1
"13731","CASP1","ENSG00000137752","protein_coding","11",105025397,105035250,-1
"13732","CASP4","ENSG00000196954","protein_coding","11",104942866,104969366,-1
"13733","CASP5","ENSG00000137757","protein_coding","11",104994235,105023168,-1
